Influencer's Name,Post,Date Created,Engagement,Number of Likes,Platform,Categoria
BIG (@hipermercadobig),https://www.instagram.com/p/BruqWG4Fwv2/,2020-07-10T15:38:11.385163Z,0.01,17,Instagram,produtos específicos
BIG (@hipermercadobig),https://www.instagram.com/p/BrfNglYF41n/,2020-07-10T15:38:06.124657Z,0.01,17,Instagram,produtos específicos
BIG (@hipermercadobig),https://www.instagram.com/p/BrNL-SOlWSx/,2020-07-10T15:38:02.781104Z,0.02,25,Instagram,produtos específicos
BIG (@hipermercadobig),https://www.instagram.com/p/BqE_T6CBdy9/,2020-07-23T23:19:40.788151Z,0.02,18,Instagram,produtos específicos
BIG (@hipermercadobig),https://www.instagram.com/p/Bpy2v8rhDvn/,2020-07-23T23:19:09.665511Z,0.61,594,Instagram,produtos específicos
BIG (@hipermercadobig),https://www.instagram.com/p/Bpb5Z9DhSHr/,2020-07-23T23:19:03.329544Z,0,3,Instagram,produtos específicos
BIG (@hipermercadobig),https://www.instagram.com/p/BpWwLH-Bf8m/,2020-07-23T23:18:58.736952Z,0.01,18,Instagram,produtos específicos
BIG (@hipermercadobig),https://www.instagram.com/p/BpCXyinBqvO/,2020-07-23T23:18:57.514161Z,0,6,Instagram,produtos específicos
BIG (@hipermercadobig),https://www.instagram.com/p/BnpJLqBniCx/,2020-07-23T23:18:31.438548Z,0,3,Instagram,produtos específicos
BIG (@hipermercadobig),https://www.instagram.com/p/BmtOQLpgNEi/,2020-07-23T23:18:00.992897Z,0,4,Instagram,produtos específicos
BIG (@hipermercadobig),https://www.instagram.com/p/BmtOMi5g6lQ/,2020-07-23T23:17:55.561446Z,0,3,Instagram,produtos específicos
BIG (@hipermercadobig),https://www.instagram.com/p/BmtOIPvAt0z/,2020-07-23T23:17:54.166363Z,0,5,Instagram,produtos específicos
BIG (@hipermercadobig),https://www.instagram.com/p/BmtOCRMgTiO/,2020-07-23T23:17:52.982911Z,0,4,Instagram,produtos específicos
BIG (@hipermercadobig),https://www.instagram.com/p/BmtN-ZTggw7/,2020-07-23T23:16:59.169280Z,0.01,10,Instagram,produtos específicos
BIG (@hipermercadobig),https://www.instagram.com/p/BmtN4_OA-vR/,2020-07-23T23:16:57.783897Z,0,6,Instagram,produtos específicos
BIG (@hipermercadobig),https://www.instagram.com/p/BmtN0B-AEg0/,2020-07-23T23:16:55.833896Z,0,7,Instagram,produtos específicos
Carrefour Brasil (@carrefourbrasil),https://www.instagram.com/p/CB1OJHTDVsA/,2020-07-10T04:24:54.829154Z,0.08,552,Instagram,produtos específicos
Carrefour Brasil (@carrefourbrasil),https://www.instagram.com/p/CBqNMfslosO/,2020-07-23T23:09:30.018477Z,0.09,612,Instagram,produtos específicos
Carrefour Brasil (@carrefourbrasil),https://www.instagram.com/p/CBjC_ZFjOtB/,2020-07-23T23:09:17.690930Z,0.17,817,Instagram,produtos específicos
Carrefour Brasil (@carrefourbrasil),https://www.instagram.com/p/BwpiBcwnzuN/,2020-07-23T23:05:25.159790Z,0.08,648,Instagram,produtos específicos
Carrefour Brasil (@carrefourbrasil),https://www.instagram.com/p/BvEyDRlnQrG/,2020-07-09T04:06:11.841503Z,0.09,673,Instagram,produtos específicos
Carrefour Brasil (@carrefourbrasil),https://www.instagram.com/p/Buyk0FZHrJv/,2020-07-23T23:04:09.999581Z,0.18,1375,Instagram,produtos específicos
Carrefour Brasil (@carrefourbrasil),https://www.instagram.com/p/BpCgQPLl9hE/,2020-07-10T04:51:16.616068Z,0.25,734,Instagram,produtos específicos
Carrefour Brasil (@carrefourbrasil),https://www.instagram.com/p/BpA2r_BFNZI/,2020-07-09T04:07:19.234675Z,0.12,449,Instagram,produtos específicos
Carrefour Brasil (@carrefourbrasil),https://www.instagram.com/p/Bo-SZ53FftO/,2020-07-09T04:07:20.312408Z,0.17,666,Instagram,produtos específicos
Carrefour Brasil (@carrefourbrasil),https://www.instagram.com/p/BomJjW3lLKx/,2020-07-10T04:50:52.479393Z,0.19,766,Instagram,produtos específicos
Carrefour Brasil (@carrefourbrasil),https://www.instagram.com/p/BmTeqohFGf8/,2020-07-10T04:49:15.083178Z,0.09,435,Instagram,produtos específicos
Carrefour Brasil (@carrefourbrasil),https://www.instagram.com/p/BmJh6i2lXPa/,2020-07-10T04:49:11.382997Z,0.07,308,Instagram,produtos específicos
Carrefour Brasil (@carrefourbrasil),https://www.instagram.com/p/Bl8da8mlq2p/,2020-07-10T04:49:10.214424Z,0.11,696,Instagram,produtos específicos
Carrefour Brasil (@carrefourbrasil),https://www.instagram.com/p/BjsmY7ihQOm/,2020-07-10T04:47:32.403693Z,0.05,292,Instagram,produtos específicos
Carrefour Brasil (@carrefourbrasil),https://www.instagram.com/p/BjNMYXhhydE/,2020-07-10T04:47:34.542010Z,0.13,352,Instagram,produtos específicos
Carrefour Brasil (@carrefourbrasil),https://www.instagram.com/p/BiXAoOuFIPU/,2020-07-23T00:09:34.570538Z,0.07,571,Instagram,produtos específicos
Carrefour Brasil (@carrefourbrasil),https://www.instagram.com/p/BiU3jpFl3IU/,2020-07-10T04:46:13.425175Z,0.09,695,Instagram,produtos específicos
Carrefour Brasil (@carrefourbrasil),https://www.instagram.com/p/BiH8LJyFOEN/,2020-07-10T04:46:06.484032Z,0.09,586,Instagram,produtos específicos
Carrefour Brasil (@carrefourbrasil),https://www.instagram.com/p/BiAWGVhFZHf/,2020-07-10T04:45:59.142267Z,0.04,328,Instagram,produtos específicos
Carrefour Brasil (@carrefourbrasil),https://www.instagram.com/p/Bh9U13-lGc4/,2020-07-23T00:09:24.220222Z,0.08,528,Instagram,produtos específicos
Carrefour Brasil (@carrefourbrasil),https://www.instagram.com/p/BhzN3xxFztK/,2020-07-10T04:45:41.596404Z,0.04,287,Instagram,produtos específicos
Carrefour Brasil (@carrefourbrasil),https://www.instagram.com/p/BbmbspKF3db/,2020-07-23T00:08:37.254247Z,0.03,247,Instagram,produtos específicos
Carrefour Brasil (@carrefourbrasil),https://www.instagram.com/p/BbCR7-rl4iw/,2020-07-23T00:08:25.113678Z,0.02,131,Instagram,produtos específicos
Carrefour Brasil (@carrefourbrasil),https://www.instagram.com/p/Ba1XAx1F8bg/,2020-07-23T00:08:20.549752Z,0.02,142,Instagram,produtos específicos
Carrefour Brasil (@carrefourbrasil),https://www.instagram.com/p/BZto1lHlRyh/,2020-07-23T00:08:14.873639Z,0.03,183,Instagram,produtos específicos
GBarbosa (@gbarbosa_oficial),https://www.instagram.com/p/CC1c8b6BYex/,2020-07-24T19:57:13.735026Z,0.17,649,Instagram,produtos específicos
GBarbosa (@gbarbosa_oficial),https://www.instagram.com/p/CCW1oVfhBQ8/,2020-07-24T19:56:32.605310Z,0.04,178,Instagram,produtos específicos
GBarbosa (@gbarbosa_oficial),https://www.instagram.com/p/CB-nCtjBObc/,2020-07-24T19:54:58.502638Z,0.12,425,Instagram,produtos específicos
GBarbosa (@gbarbosa_oficial),https://www.instagram.com/p/CB9BwFpheyv/,2020-07-24T19:54:54.214739Z,0.07,276,Instagram,produtos específicos
GBarbosa (@gbarbosa_oficial),https://www.instagram.com/p/CB8S1r_Bv9j/,2020-07-20T00:44:04.095502Z,0.1,390,Instagram,produtos específicos
GBarbosa (@gbarbosa_oficial),https://www.instagram.com/p/CB8OrBih8PC/,2020-07-24T19:54:46.962997Z,0.4,1338,Instagram,produtos específicos
GBarbosa (@gbarbosa_oficial),https://www.instagram.com/p/CB55OKnh_rq/,2020-07-24T19:54:43.190813Z,0.2,698,Instagram,produtos específicos
GBarbosa (@gbarbosa_oficial),https://www.instagram.com/p/CB3wNkDB8hj/,2020-07-24T19:54:30.409764Z,0.07,266,Instagram,produtos específicos
GBarbosa (@gbarbosa_oficial),https://www.instagram.com/p/CB24K52BMpy/,2020-07-24T19:54:22.663258Z,0.08,321,Instagram,produtos específicos
GBarbosa (@gbarbosa_oficial),https://www.instagram.com/p/CB0XVo3BWA6/,2020-07-24T19:54:17.077735Z,0.07,279,Instagram,produtos específicos
GBarbosa (@gbarbosa_oficial),https://www.instagram.com/p/CBRPX76g4RO/,2020-07-20T00:41:50.239865Z,0.07,264,Instagram,produtos específicos
GBarbosa (@gbarbosa_oficial),https://www.instagram.com/p/CBQdg9ihTnD/,2020-07-24T19:53:21.184194Z,0.19,675,Instagram,produtos específicos
GBarbosa (@gbarbosa_oficial),https://www.instagram.com/p/CAI2LtzBvCY/,2020-07-24T19:51:25.559965Z,0.23,820,Instagram,produtos específicos
GBarbosa (@gbarbosa_oficial),https://www.instagram.com/p/B_hobefATQ7/,2020-07-24T19:50:31.560961Z,0.13,492,Instagram,produtos específicos
GBarbosa (@gbarbosa_oficial),https://www.instagram.com/p/B_Z6RONApw4/,2020-07-24T19:50:25.419144Z,0.09,314,Instagram,produtos específicos
GBarbosa (@gbarbosa_oficial),https://www.instagram.com/p/B_SE4tlgH4-/,2020-07-24T19:50:22.757063Z,0.09,270,Instagram,produtos específicos
GBarbosa (@gbarbosa_oficial),https://www.instagram.com/p/B_LUARYgJg7/,2020-07-24T19:50:10.644880Z,0.17,623,Instagram,produtos específicos
GBarbosa (@gbarbosa_oficial),https://www.instagram.com/p/B-Nam1YhD-p/,2020-07-24T19:48:40.671570Z,0.17,659,Instagram,produtos específicos
GBarbosa (@gbarbosa_oficial),https://www.instagram.com/p/B9jMFYwhj8J/,2020-07-24T19:47:55.824146Z,0.11,438,Instagram,produtos específicos
GBarbosa (@gbarbosa_oficial),https://www.instagram.com/p/B9J0XLLh34Q/,2020-07-24T19:47:10.041032Z,0.05,218,Instagram,produtos específicos
GBarbosa (@gbarbosa_oficial),https://www.instagram.com/p/B86T9uSB3Bn/,2020-07-24T19:46:32.064241Z,0.07,295,Instagram,produtos específicos
GBarbosa (@gbarbosa_oficial),https://www.instagram.com/p/B8b7iQTh_A0/,2020-07-24T19:45:43.891101Z,0.14,543,Instagram,produtos específicos
GBarbosa (@gbarbosa_oficial),https://www.instagram.com/p/B8RzpkiBSQ5/,2020-07-24T19:45:37.712958Z,0.37,1227,Instagram,produtos específicos
GBarbosa (@gbarbosa_oficial),https://www.instagram.com/p/B8RG1YdBQPs/,2020-07-24T19:45:35.283605Z,0.1,372,Instagram,produtos específicos
GBarbosa (@gbarbosa_oficial),https://www.instagram.com/p/B7TNVOnBwOA/,2020-07-24T19:44:10.435722Z,0.04,175,Instagram,produtos específicos
GBarbosa (@gbarbosa_oficial),https://www.instagram.com/p/B7BqxXWhLWK/,2020-07-24T19:43:35.112320Z,0.1,391,Instagram,produtos específicos
GBarbosa (@gbarbosa_oficial),https://www.instagram.com/p/B7BL0qGBepx/,2020-07-24T19:43:33.512495Z,0.08,323,Instagram,produtos específicos
GBarbosa (@gbarbosa_oficial),https://www.instagram.com/p/B6Dql--BXwu/,2020-07-24T19:42:38.201778Z,0.16,640,Instagram,produtos específicos
Pão De Açúcar (@paodeacucar),https://www.instagram.com/p/B9uSBuapVxf/,2020-07-22T23:42:51.572630Z,0.23,421,Instagram,produtos específicos
Pão De Açúcar (@paodeacucar),https://www.instagram.com/p/B0VzgJhHmXQ/,2020-07-22T23:41:17.971402Z,0.19,213,Instagram,produtos específicos
Pão De Açúcar (@paodeacucar),https://www.instagram.com/p/ByYvvAJHJCH/,2020-07-22T23:41:07.702129Z,1.1,2819,Instagram,produtos específicos
Pão De Açúcar (@paodeacucar),https://www.instagram.com/p/BhfFqwulZEd/,2020-07-20T02:17:35.094086Z,0.48,1172,Instagram,produtos específicos
Pão De Açúcar (@paodeacucar),https://www.instagram.com/p/BVISCjPlMAV/,2020-07-10T04:01:18.625805Z,0.11,218,Instagram,produtos específicos
Pão De Açúcar (@paodeacucar),https://www.instagram.com/p/BVFMTX0FOfM/,2020-07-10T04:01:19.749832Z,0.09,203,Instagram,produtos específicos
Pão De Açúcar (@paodeacucar),https://www.instagram.com/p/BStaHURFQNn/,2020-07-10T04:01:32.517866Z,0.22,309,Instagram,produtos específicos
Pão De Açúcar (@paodeacucar),https://www.instagram.com/p/BSoix92FgDk/,2020-07-22T23:38:41.178995Z,0.21,311,Instagram,produtos específicos
Pão De Açúcar (@paodeacucar),https://www.instagram.com/p/BSWRVPPFAKU/,2020-07-10T04:01:40.340371Z,0.26,492,Instagram,produtos específicos
Pão De Açúcar (@paodeacucar),https://www.instagram.com/p/BSejdq4FCOK/,2020-07-10T04:01:39.002285Z,0.23,369,Instagram,produtos específicos
Pão De Açúcar (@paodeacucar),https://www.instagram.com/p/BSJPDgFgLHL/,2020-07-10T04:01:45.395467Z,0.15,332,Instagram,produtos específicos
Pão De Açúcar (@paodeacucar),https://www.instagram.com/p/BSPHEApBDHF/,2020-07-22T23:38:05.503055Z,0.24,409,Instagram,produtos específicos
Pão De Açúcar (@paodeacucar),https://www.instagram.com/p/BRn0cyylOlX/,2020-07-22T23:37:55.062219Z,0.1,231,Instagram,produtos específicos
Pão De Açúcar (@paodeacucar),https://www.instagram.com/p/BONNIjlACjy/,2020-07-10T04:01:55.469038Z,0.14,231,Instagram,produtos específicos
Pão De Açúcar (@paodeacucar),https://www.instagram.com/p/BOIDkniADnB/,2020-07-22T23:37:20.669434Z,0.13,299,Instagram,produtos específicos
Pão De Açúcar (@paodeacucar),https://www.instagram.com/p/BOFetLCgvB-/,2020-07-22T23:37:14.596376Z,0.12,299,Instagram,produtos específicos
Pão De Açúcar (@paodeacucar),https://www.instagram.com/p/BOAUV_yAzlX/,2020-07-10T04:02:20.739759Z,0.1,225,Instagram,produtos específicos
Pão De Açúcar (@paodeacucar),https://www.instagram.com/p/BN9wSbtAYxg/,2020-07-10T04:02:21.631130Z,0.14,322,Instagram,produtos específicos
Pão De Açúcar (@paodeacucar),https://www.instagram.com/p/BN7LXUUAJK8/,2020-07-22T23:36:54.149527Z,0.11,280,Instagram,produtos específicos
Pão De Açúcar (@paodeacucar),https://www.instagram.com/p/BM9qIuUhUWx/,2020-07-22T23:36:41.282704Z,0.16,359,Instagram,produtos específicos
Pão De Açúcar (@paodeacucar),https://www.instagram.com/p/BL1q89lAEOY/,2020-07-22T23:36:16.086576Z,0.09,240,Instagram,produtos específicos
Pão De Açúcar (@paodeacucar),https://www.instagram.com/p/BLzGnBSAluh/,2020-07-22T23:36:12.062092Z,0.09,236,Instagram,produtos específicos
Pão De Açúcar (@paodeacucar),https://www.instagram.com/p/BLwhxbNgad7/,2020-07-22T23:36:08.635558Z,0.07,201,Instagram,produtos específicos
Pão De Açúcar (@paodeacucar),https://www.instagram.com/p/BLtcYjsAB6s/,2020-07-22T23:36:02.217860Z,0.06,182,Instagram,produtos específicos
Pão De Açúcar (@paodeacucar),https://www.instagram.com/p/BLq7921Awm-/,2020-07-22T23:35:58.743784Z,0.07,197,Instagram,produtos específicos
Pão De Açúcar (@paodeacucar),https://www.instagram.com/p/BLoUfNMhw4s/,2020-07-22T23:35:57.513617Z,0.08,225,Instagram,produtos específicos
Pão De Açúcar (@paodeacucar),https://www.instagram.com/p/BLlk-tDhu3J/,2020-07-22T23:35:56.166101Z,0.08,207,Instagram,produtos específicos
Pão De Açúcar (@paodeacucar),https://www.instagram.com/p/BLjCcwHAIrF/,2020-07-22T23:35:49.635310Z,0.08,228,Instagram,produtos específicos
Pão De Açúcar (@paodeacucar),https://www.instagram.com/p/BIahgXwAhrO/,2020-07-22T23:32:03.656391Z,0.1,261,Instagram,produtos específicos
Pão De Açúcar (@paodeacucar),https://www.instagram.com/p/BIXhfdHgRtm/,2020-07-22T23:32:01.214267Z,0.09,209,Instagram,produtos específicos
Pão De Açúcar (@paodeacucar),https://www.instagram.com/p/BHQY_fegyOp/,2020-07-22T23:31:29.922798Z,0.07,157,Instagram,produtos específicos
Pão De Açúcar (@paodeacucar),https://www.instagram.com/p/BHFjRfJAj96/,2020-07-22T23:30:00.117826Z,0.08,199,Instagram,produtos específicos
Rede Condor (@redecondor),https://www.instagram.com/p/CBHIWavBxyR/,2020-07-31T02:44:58.621554Z,0.21,209,Instagram,produtos específicos
Rede Condor (@redecondor),https://www.instagram.com/p/CBGezhahnty/,2020-07-31T02:44:52.256964Z,1.41,1303,Instagram,produtos específicos
Rede Condor (@redecondor),https://www.instagram.com/p/CBGRbmehOU2/,2020-07-16T03:02:05.499748Z,0.17,172,Instagram,produtos específicos
Rede Condor (@redecondor),https://www.instagram.com/p/CBEdIKMBQvN/,2020-07-31T02:44:42.773276Z,0.48,491,Instagram,produtos específicos
Rede Condor (@redecondor),https://www.instagram.com/p/CBDo3oIhxjN/,2020-07-31T02:44:37.481914Z,0.18,188,Instagram,produtos específicos
Rede Condor (@redecondor),https://www.instagram.com/p/CBDgQaHB49N/,2020-07-31T02:44:33.289933Z,0.22,232,Instagram,produtos específicos
Rede Condor (@redecondor),https://www.instagram.com/p/CBB-kN1hoIy/,2020-07-31T02:44:28.090577Z,1.64,1674,Instagram,produtos específicos
Rede Condor (@redecondor),https://www.instagram.com/p/CBBSSTpBxEp/,2020-07-16T03:01:34.596918Z,0.12,122,Instagram,produtos específicos
Rede Condor (@redecondor),https://www.instagram.com/p/CBAzuU0hJs-/,2020-07-31T02:44:11.621896Z,0.18,193,Instagram,produtos específicos
Rede Condor (@redecondor),https://www.instagram.com/p/CA_aEtzBz3R/,2020-07-31T02:44:06.453450Z,0.13,139,Instagram,produtos específicos
Rede Condor (@redecondor),https://www.instagram.com/p/CA_BjDVh2f1/,2020-07-31T02:44:01.669930Z,0.18,180,Instagram,produtos específicos
Rede Condor (@redecondor),https://www.instagram.com/p/CA-s8-WhfJl/,2020-07-31T02:43:56.283100Z,0.31,326,Instagram,produtos específicos
Rede Condor (@redecondor),https://www.instagram.com/p/CA81CfABdmu/,2020-07-31T02:43:51.451747Z,0.18,187,Instagram,produtos específicos
Rede Condor (@redecondor),https://www.instagram.com/p/CA8qiRXhovN/,2020-07-31T02:43:47.362428Z,0.31,318,Instagram,produtos específicos
Rede Condor (@redecondor),https://www.instagram.com/p/CA6JYPUBlWk/,2020-07-31T02:43:38.168344Z,0.2,205,Instagram,produtos específicos
Rede Condor (@redecondor),https://www.instagram.com/p/CA2gFQ1hRtx/,2020-07-31T02:43:31.521312Z,0.25,263,Instagram,produtos específicos
Rede Condor (@redecondor),https://www.instagram.com/p/CA0dQUkhNM0/,2020-07-31T02:43:29.968332Z,0.32,327,Instagram,produtos específicos
Rede Condor (@redecondor),https://www.instagram.com/p/CAyhx77hHFw/,2020-07-31T02:43:28.135037Z,0.2,203,Instagram,produtos específicos
Rede Condor (@redecondor),https://www.instagram.com/p/CAyUAZeBXVG/,2020-07-31T02:43:24.391082Z,0.2,207,Instagram,produtos específicos
Rede Condor (@redecondor),https://www.instagram.com/p/CAxXSUBhHXJ/,2020-07-31T02:43:18.813280Z,0.26,273,Instagram,produtos específicos
Rede Condor (@redecondor),https://www.instagram.com/p/CAv4yr9h3EL/,2020-07-31T02:43:15.762701Z,0.2,203,Instagram,produtos específicos
Rede Condor (@redecondor),https://www.instagram.com/p/CAvjBgLBJEM/,2020-07-31T02:43:14.285390Z,0.15,161,Instagram,produtos específicos
Rede Condor (@redecondor),https://www.instagram.com/p/CAuznfNhnIl/,2020-07-31T02:43:11.777813Z,0.29,303,Instagram,produtos específicos
Rede Condor (@redecondor),https://www.instagram.com/p/CAtYLm-h5ZY/,2020-07-31T02:43:06.282826Z,0.26,269,Instagram,produtos específicos
Rede Condor (@redecondor),https://www.instagram.com/p/CAsMkTch55f/,2020-07-31T02:43:04.829063Z,0.16,171,Instagram,produtos específicos
Rede Condor (@redecondor),https://www.instagram.com/p/CAp1mpugYmj/,2020-07-31T02:43:01.493395Z,0.63,615,Instagram,produtos específicos
Rede Condor (@redecondor),https://www.instagram.com/p/CAphTi2A_LF/,2020-07-31T02:42:58.189877Z,0.32,332,Instagram,produtos específicos
Rede Condor (@redecondor),https://www.instagram.com/p/CAnAAwDAA_t/,2020-07-31T02:42:55.697030Z,0.16,168,Instagram,produtos específicos
Rede Condor (@redecondor),https://www.instagram.com/p/CAibvqAhX1N/,2020-07-31T02:42:47.915330Z,0.25,253,Instagram,produtos específicos
Rede Condor (@redecondor),https://www.instagram.com/p/CAiAj3zg71d/,2020-07-31T02:42:46.945424Z,0.21,212,Instagram,produtos específicos
Rede Condor (@redecondor),https://www.instagram.com/p/CAhytkMAJoC/,2020-07-31T02:42:45.973586Z,0.2,204,Instagram,produtos específicos
Rede Condor (@redecondor),https://www.instagram.com/p/CAbXEK-hgJt/,2020-07-31T02:42:41.091849Z,0.17,173,Instagram,produtos específicos
Rede Condor (@redecondor),https://www.instagram.com/p/CAXmY7pgn7C/,2020-07-31T02:42:35.441932Z,0.23,242,Instagram,produtos específicos
Rede Condor (@redecondor),https://www.instagram.com/p/CAQnuRCBTI4/,2020-07-31T02:42:21.529769Z,0.57,582,Instagram,produtos específicos
Rede Condor (@redecondor),https://www.instagram.com/p/CAPxNa0AgDG/,2020-07-31T02:42:20.687869Z,0.19,196,Instagram,produtos específicos
Rede Condor (@redecondor),https://www.instagram.com/p/CANugDCpo-y/,2020-07-31T02:42:18.493793Z,0.25,261,Instagram,produtos específicos
Rede Condor (@redecondor),https://www.instagram.com/p/CANMLsrgjYZ/,2020-07-31T02:42:16.140232Z,0.25,252,Instagram,produtos específicos
Rede Condor (@redecondor),https://www.instagram.com/p/CAL9BFrhCBn/,2020-07-31T02:42:15.226181Z,1.78,1805,Instagram,produtos específicos
Rede Condor (@redecondor),https://www.instagram.com/p/CAJYOU5BwQs/,2020-07-31T02:42:07.434837Z,2.54,2567,Instagram,produtos específicos
Rede Condor (@redecondor),https://www.instagram.com/p/CALDKc3gjMC/,2020-07-31T02:42:06.316632Z,0.13,137,Instagram,produtos específicos
Rede Condor (@redecondor),https://www.instagram.com/p/CAKndbUAcaP/,2020-07-31T02:42:04.830177Z,0.16,171,Instagram,produtos específicos
Rede Condor (@redecondor),https://www.instagram.com/p/CAJOAhwB9a-/,2020-07-31T02:42:01.308763Z,0.18,172,Instagram,produtos específicos
Rede Condor (@redecondor),https://www.instagram.com/p/CAJAZaChDAs/,2020-07-31T02:42:00.401446Z,0.5,500,Instagram,produtos específicos
Rede Condor (@redecondor),https://www.instagram.com/p/CAIr2BKgQyP/,2020-07-31T02:41:57.771909Z,0.13,136,Instagram,produtos específicos
Rede Condor (@redecondor),https://www.instagram.com/p/CAITlLLAhX9/,2020-07-31T02:41:42.660889Z,0.1,112,Instagram,produtos específicos
Rede Condor (@redecondor),https://www.instagram.com/p/CAGN0KKBhXi/,2020-07-31T02:41:40.229420Z,0.16,175,Instagram,produtos específicos
Rede Condor (@redecondor),https://www.instagram.com/p/CAF_8WUAW-Y/,2020-07-31T02:41:35.252540Z,0.96,828,Instagram,produtos específicos
Rede Condor (@redecondor),https://www.instagram.com/p/CAFu1DDg3eS/,2020-07-31T02:41:33.883399Z,0.27,270,Instagram,produtos específicos
Rede Condor (@redecondor),https://www.instagram.com/p/CAD99KQhmQS/,2020-07-31T02:41:30.090754Z,0.21,218,Instagram,produtos específicos
Rede Condor (@redecondor),https://www.instagram.com/p/B_-U94ZgJFX/,2020-07-16T02:59:53.744999Z,0.15,161,Instagram,produtos específicos
Rede Condor (@redecondor),https://www.instagram.com/p/B_-KtJGAtcu/,2020-07-16T02:59:51.835135Z,0.09,99,Instagram,produtos específicos
Rede Condor (@redecondor),https://www.instagram.com/p/B_8P60hpWbC/,2020-07-16T02:59:42.220520Z,0.27,275,Instagram,produtos específicos
Rede Condor (@redecondor),https://www.instagram.com/p/B_76tv1BFj_/,2020-07-31T02:41:13.136864Z,0.05,54,Instagram,produtos específicos
Rede Condor (@redecondor),https://www.instagram.com/p/B_7u6aUptAq/,2020-07-16T02:59:29.847555Z,0.19,200,Instagram,produtos específicos
Rede Condor (@redecondor),https://www.instagram.com/p/B_5BgtRg9CC/,2020-07-31T02:41:07.731724Z,0.23,243,Instagram,produtos específicos
Rede Condor (@redecondor),https://www.instagram.com/p/B_3GMPoprBc/,2020-07-16T02:58:56.150195Z,0.22,221,Instagram,produtos específicos
Rede Condor (@redecondor),https://www.instagram.com/p/B_2A8m4JjmL/,2020-07-31T02:40:53.080637Z,0.05,59,Instagram,produtos específicos
Rede Condor (@redecondor),https://www.instagram.com/p/B_04vMXpa3_/,2020-07-16T02:58:23.526961Z,0.15,155,Instagram,produtos específicos
Rede Condor (@redecondor),https://www.instagram.com/p/B_0MPTiJqSW/,2020-07-31T02:40:39.389888Z,0.92,949,Instagram,produtos específicos
Rede Condor (@redecondor),https://www.instagram.com/p/B_z-hfTJTWt/,2020-07-16T02:58:05.828652Z,0.73,741,Instagram,produtos específicos
Rede Condor (@redecondor),https://www.instagram.com/p/B_zp3P7J5vQ/,2020-07-31T02:40:36.049858Z,0.17,179,Instagram,produtos específicos
Rede Condor (@redecondor),https://www.instagram.com/p/B_yQj5HJ4bG/,2020-07-31T02:40:34.932008Z,0.11,108,Instagram,produtos específicos
Rede Condor (@redecondor),https://www.instagram.com/p/B_yJtQIJ2rb/,2020-07-31T02:40:18.837966Z,0.18,188,Instagram,produtos específicos
Rede Condor (@redecondor),https://www.instagram.com/p/B_x1GFapaEl/,2020-07-31T02:40:17.098387Z,0.23,234,Instagram,produtos específicos
Rede Condor (@redecondor),https://www.instagram.com/p/B_ut-Brpr7R/,2020-07-16T02:57:47.369502Z,2.32,2256,Instagram,produtos específicos
Rede Condor (@redecondor),https://www.instagram.com/p/B_syYqrJdTl/,2020-07-31T02:40:11.323754Z,1.11,1134,Instagram,produtos específicos
Rede Condor (@redecondor),https://www.instagram.com/p/B_pJGzlJMos/,2020-07-31T02:40:04.659102Z,0.4,407,Instagram,produtos específicos
Rede Condor (@redecondor),https://www.instagram.com/p/B_oELu_JoDu/,2020-07-31T02:40:03.627087Z,3.81,3893,Instagram,produtos específicos
Rede Condor (@redecondor),https://www.instagram.com/p/B_nv1Wjp1lw/,2020-07-31T02:40:00.879904Z,0.76,762,Instagram,produtos específicos
Rede Condor (@redecondor),https://www.instagram.com/p/B_nNhdthQBm/,2020-07-31T02:39:58.118857Z,0.18,188,Instagram,produtos específicos
Rede Condor (@redecondor),https://www.instagram.com/p/B_m_4R4BQO8/,2020-07-31T02:39:56.223943Z,1.36,1381,Instagram,produtos específicos
Rede Condor (@redecondor),https://www.instagram.com/p/B_moY0cJiPD/,2020-07-31T02:39:55.065908Z,0.17,183,Instagram,produtos específicos
Rede Condor (@redecondor),https://www.instagram.com/p/B_fzpNaJbWl/,2020-07-31T02:39:42.543668Z,0.28,290,Instagram,produtos específicos
Rede Condor (@redecondor),https://www.instagram.com/p/B_ajDsIplCO/,2020-07-31T02:39:41.466768Z,0.84,869,Instagram,produtos específicos
Rede Condor (@redecondor),https://www.instagram.com/p/B_YZ8cypjSO/,2020-07-31T02:39:39.495800Z,0.83,856,Instagram,produtos específicos
Rede Condor (@redecondor),https://www.instagram.com/p/B_YRrL6JZBw/,2020-07-31T02:39:36.515175Z,0.1,113,Instagram,produtos específicos
Rede Condor (@redecondor),https://www.instagram.com/p/B_X9knuJL4J/,2020-07-31T02:39:34.510355Z,0.2,207,Instagram,produtos específicos
Rede Condor (@redecondor),https://www.instagram.com/p/B_Xjl3NJfS3/,2020-07-31T02:39:31.994982Z,0.2,209,Instagram,produtos específicos
Rede Condor (@redecondor),https://www.instagram.com/p/B_XHcSHJ3tI/,2020-07-31T02:39:29.943323Z,0.36,366,Instagram,produtos específicos
Rede Condor (@redecondor),https://www.instagram.com/p/B_V09Z4pNDJ/,2020-07-31T02:39:28.972227Z,0.17,175,Instagram,produtos específicos
Rede Condor (@redecondor),https://www.instagram.com/p/B_U3YH6Jhb2/,2020-07-31T02:39:10.684843Z,0.17,174,Instagram,produtos específicos
